"";"Empleo";"Sueldo";"Empresa";"Ciudad";"Vacantes";"Fecha";"Experiencia";"Contrato";"Area";"Sub-area";"Nivel";"Sector";"Nivel educativo";"Requisitos";"Descripcion";"Serial";"Link"
"305";"Interventor civil";"$4 a $4,5 millones";"Interventor civil";"Toda Colombia";"1";" 3 Abr 2020";"5 años de experiencia";"Contrato Por obra o labor";"Proyectos (análisis, desarrollo,...";"Ingeniería civil";"Profesional Senior";"Consultorías / Asesorías";"Universitaria";"";"""Profesionales de ingeniería civil con experiencia general no menor de ocho
(8) años y experiencia específica de cinco (5) años mínimo como inspector de obra o interventoría de construcción de infraestructura de acueducto o alcantarillado.""
""Dentro de la experiencia específica debe demostrar haber participado como Inspector de obra o interventoría en por lo menos un (1) proyecto que incluya la construcción de tuberías con diámetros iguales o superiores a 36” en una longitud no menor a 5 kilómetros o un (1) proyecto que incluya el suministro e instalación de equipos mecánicos, eléctricos, de instrumentación y control para estaciones de bombeo de agua potable o centrales hidroeléctricas con una capacidad total superior de 6 MW o Un
(1) proyecto que incluya la construcción de estructuras hidráulicas con un
volumen de concreto mayor a 1800 m3.""";"1884495794";"https://www.elempleo.com/co/ofertas-trabajo/interventor-civil/1884495794"
"306";"Coordinador de transporte cartagena";"$2 a $2,5 millones";"Coordinador de transporte cartagena";"Cartagena";"1";" 2 Abr 2020";"2 años de experiencia";"Contrato Indefinido";"Distribución o logística de Tran...";"Ingeniería industrial";"Profesional";"NULL";"Tecnológica";"";"Tecnólogo en logística o preferiblemente profesional en Logística , Ingeniería Industrial o Administración de empresas con experiencia de 2 años en transporte de carga a Nivel Nacional , debe contar con conocimientos en normatividad legal de transporte, ubicacion geográfica , negociacion de fletes, contar con base de datos para consecucion vehicular, manejo de transportadores terceros y propios, pagos a transportadores , costos y eficiencias de la operacion de transporte, anticipos, facturacion e indicadores de gestion diaria de la operacion.";"1884378669";"https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-transporte-cartagena/1884378669"
"307";"Administrador cartagena";"$3 a $3,5 millones";"Administrador cartagena";"Cartagena";"1";" 2 Abr 2020";"3 años de experiencia";"Contrato Indefinido";"Salud";"Administración de empresas";"Profesional";"Salud";"Especialización";"";"Multinacional especializada en dialisis requiere ADMINISTRADOR para administrar unidad renal en la ciudad de Cartagena , debe tener experiencia de 3 años en sala de hemodialisis y conocimientos de diálisis peritoneal, competencias como lider, excelente trabajo en equipo. contrato a termino indefinido directo por la empresa.";"1884495181";"https://www.elempleo.com/co/ofertas-trabajo/administrador-cartagena/1884495181"
"308";"Auxiliar de archivo cartagena o alrededores 6 meses de experiencia";"Menos de $1 millón";"Auxiliar de archivo cartagena o alrededores 6 meses de experiencia";"Cartagena";"1";" 2 Abr 2020";"Menos de un año de experiencia";"Contrato Definido";"Archivo y Documentación";"Auxiliar archivo";"Auxiliar, asistencial y otros";"Servicios";"Formación Tec profesional";"";"Te gusta el area de archivo esta oportunidad es para ti. importante y prestigiosa multinacional, Líder a nivel nacional en procesos de gestión documental, Necesita contratar de manera inmediata auxiliar de archivo con tecnico o tecnologo en procedimientos y sistemas de archivo, con 6 meses de experiencia en: Conocimiento y habilidad en digitalización, Servicio al cliente. horario de lunes a sabado, turnos rotativos, salario $ 999.400 + todo lo de ley. si cumples con el perfil no dudes en aplicar.";"1884495078";"https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-archivo-cartagena-o-alrededores-meses-de-experiencia/1884495078"
"309";"Coordinador de transporte cartagena";"$2 a $2,5 millones";"Coordinador de transporte cartagena";"Cartagena";"1";" 2 Abr 2020";"2 años de experiencia";"Contrato Indefinido";"Distribución o logística de Tran...";"Ingeniería industrial";"Profesional";"NULL";"Tecnológica";"";"Tecnólogo en logística o preferiblemente profesional en Logística , Ingeniería Industrial o Administración de empresas con experiencia de 2 años en transporte de carga a Nivel Nacional , debe contar con conocimientos en normatividad legal de transporte, ubicacion geográfica , negociacion de fletes, contar con base de datos para consecucion vehicular, manejo de transportadores terceros y propios, pagos a transportadores , costos y eficiencias de la operacion de transporte, anticipos, facturacion e indicadores de gestion diaria de la operacion.";"1884378669";"https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-transporte-cartagena/1884378669"
"310";"Coordinador de transporte cartagena";"$2 a $2,5 millones";"Coordinador de transporte cartagena";"Cartagena";"1";" 2 Abr 2020";"2 años de experiencia";"Contrato Indefinido";"Distribución o logística de Tran...";"Ingeniería industrial";"Profesional";"NULL";"Tecnológica";"";"Tecnólogo en logística o preferiblemente profesional en Logística , Ingeniería Industrial o Administración de empresas con experiencia de 2 años en transporte de carga a Nivel Nacional , debe contar con conocimientos en normatividad legal de transporte, ubicacion geográfica , negociacion de fletes, contar con base de datos para consecucion vehicular, manejo de transportadores terceros y propios, pagos a transportadores , costos y eficiencias de la operacion de transporte, anticipos, facturacion e indicadores de gestion diaria de la operacion.";"1884378669";"https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-transporte-cartagena/1884378669"
"311";"Account manager e-scrap";"$2 a $2,5 millones";"Account manager e-scrap";"Cartagena";"1";" 1 Abr 2020";"1 año de experiencia";"1884494767";"Comercial, Ventas y Telemercadeo";"Comercio internacional";"Profesional Senior";"NULL";"Universitaria";"";"Peachtree Networks is a growing international telecom company with multiple international offices that offers talented and driven individuals the opportunity to grow their career in an exciting and professional field.

Since our establishment, we have recognized the importance of attracting and developing a well trained, diversified and committed workforce. We are committed to providing our people with the intensive training and career development opportunities, a dynamic, professional and challenging environment, and the best equal employment opportunity practices.

Peachtree Networks has a proven track record of delivering services and support on a global scale. We see obstacles as challenges and take pride in overcoming them.
We take pride in our employees and acknowledge it as a foundation for our ongoing success.

Responsibilities:
Contact existing account to provide reverse logistic service
Find and develop new customers
Grow and establish a business relationship at all levels from Warehouse manager to directors and chiefs in the Telcom industry
Identify and qualify e-scrap opportunities
Build business cases
Make offers on e-scrap and offer reverse logistic service
Negotiation
Maintain a volume of opportunities on a monthly bases
Work proactively to find the new niches where we can buy e-scrap";"NULL";"https://www.elempleo.com/co/ofertas-trabajo/account-manager-escrap/1884494767"
"312";"Account manager e-scrap";"$2 a $2,5 millones";"Account manager e-scrap";"Cartagena";"1";" 1 Abr 2020";"1 año de experiencia";"1884494767";"Comercial, Ventas y Telemercadeo";"Comercio internacional";"Profesional Senior";"NULL";"Universitaria";"";"Peachtree Networks is a growing international telecom company with multiple international offices that offers talented and driven individuals the opportunity to grow their career in an exciting and professional field.

Since our establishment, we have recognized the importance of attracting and developing a well trained, diversified and committed workforce. We are committed to providing our people with the intensive training and career development opportunities, a dynamic, professional and challenging environment, and the best equal employment opportunity practices.

Peachtree Networks has a proven track record of delivering services and support on a global scale. We see obstacles as challenges and take pride in overcoming them.
We take pride in our employees and acknowledge it as a foundation for our ongoing success.

Responsibilities:
Contact existing account to provide reverse logistic service
Find and develop new customers
Grow and establish a business relationship at all levels from Warehouse manager to directors and chiefs in the Telcom industry
Identify and qualify e-scrap opportunities
Build business cases
Make offers on e-scrap and offer reverse logistic service
Negotiation
Maintain a volume of opportunities on a monthly bases
Work proactively to find the new niches where we can buy e-scrap";"NULL";"https://www.elempleo.com/co/ofertas-trabajo/account-manager-escrap/1884494767"
"313";"Médico - epmsc cartagena";"$2 a $2,5 millones";"Médico - epmsc cartagena";"Cartagena";"1";" 1 Abr 2020";"1 año de experiencia";"Contrato Prestacion de Servicios";"Salud";"Medicina";"Profesional";"NULL";"Universitaria";"";"Importante Consorcio requiere Médico para prestar sus servicios 192 horas mensuales al interior del Establecimiento Carcelario EPMSC CARTAGENA Honorarios: $ $ 4.883.441 Tenga en cuenta que para aplicar a la vacante deberá contar con los siguientes documentos: Hoja de vida actualizada, Fotocopia de la cédula, Fotocopia del Diploma o Acta de Grado Bachiller, Fotocopia del Diploma de Estudios Profesionales, Soporte de inscripción a RETHUS, Tarjeta profesional y/o equivalente, Fotocopia del Rut, Certificado de afiliación EPS, Certificado de afiliación Fondo de pensiones, Certificado de antecedentes Judiciales, Disciplinarios y Fiscales, Carnet de Vacunas, Concepto médico ocupacional actualizado, Titulación de Anticuerpos para Hepatitis B.";"1884494763";"https://www.elempleo.com/co/ofertas-trabajo/medico-epmsc-cartagena/1884494763"
"314";"Recycling plant operations manager";"Salario a convenir";"Recycling plant operations manager";"Cartagena";"1";" 1 Abr 2020";"5 años de experiencia";"Contrato Por obra o labor";"Operaciones y Procesos";"Otra";"Gerente";"NULL";"Universitaria";"";"Job Title: Recycling Plant Operations manager

Peachtree Networks is a growing international telecom company with multiple international offices that offers talented and driven individuals the opportunity to grow their career in an exciting and professional field.

At Peachtree Networks we cover 100% of your Medical Insurance fees (after probation period)

Responsibilities:
Identify bottlenecks. Adjusting and reallocate resources strategically
Define, propose and implement the annual plan
Identify and set the target for projects’ timeframes
Manage and evaluate procedures to ensure productivity, efficiency, accuracy and minimize downtime
Develop and implement policies and procedures for catastrophic loss (CAT) situations
Analyze budgets and continuously monitor and control production costs and identify/rectify waste measures
Implement cost control procedures
Manage all teams within the production department in conjunction with the HR department
Coordinate after-hours emergency crews and work as required
Identify performance measurements and propose actions needed to improve performance
Follow all safety policies and procedures to support a safe working environment, including safe operation of machines and equipment
Implement and enforce quality control and tracking programs to meet quality objectives
Utilize equipment in the most productive way, arrange maintenance on equipment, assist on the equipment procurement process

The ideal candidate will possess:
Post-secondary courses in business/project/construction management
5 years Construction/Restoration/Insurance experience preferred
3 years’ experience in a leadership role
Experience in recycling plants
Experience and knowledge of provincial health & safety standards
Knowledge of project management
Willing to work evenings, on-call and weekends when requested
COPASST support, investigation of work accidents, indicators and safety inspections";"1884426090";"https://www.elempleo.com/co/ofertas-trabajo/recycling-plant-operations-manager/1884426090"
